Astro ID,Dec,Decision,Depth,Dur,Epoc,File,Final,Per,RA,SMass,SRad,SRadEst,TIC ID,Tmag,as,ch,disp_b,disp_e,disp_j,disp_n,disp_p,disp_t,disp_u,dm,et,md,mk,total_votes,selected_total_votes,first_letter,sector,prefix,kind,label,cam,ccd
8897,12.52353286,,24160.31599,0.08543834807,2145.79253,astronet_hlsp_qlp_tess_ffi-s0064-0000000435259601_tess_v01_llc.fits,pu,1.509080175,51.9997973,0.745,0.839478,,435259601,13.2616,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8898,13.55277323,,4482.46746,0.1995375737,2450.026475,astronet_hlsp_qlp_tess_ffi-s0064-0000000435336785_tess_v01_llc.fits,pu,5.773912145,55.14079776,,,,435336785,6.7943,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8899,27.48103364,,11633.75575,0.2471319425,1687.196793,astronet_hlsp_qlp_tess_ffi-s0064-0000000435719275_tess_v01_llc.fits,pu,4.427429257,297.5520963,1.47,1.92321,,435719275,11.9275,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8900,29.89123508,,16007.37297,0.1028540031,2420.954554,astronet_hlsp_qlp_tess_ffi-s0064-0000000435740442_tess_v01_llc.fits,pu,2.990377488,297.4952206,1.107,1.42323,,435740442,12.4705,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8901,22.56394141,,20369.33524,0.0898991655,2826.596314,astronet_hlsp_qlp_tess_ffi-s0064-0000000435851868_tess_v01_llc.fits,pu,2.135062733,343.8830954,0.8,0.800734,,435851868,12.3983,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8903,18.98579381,,5222.330055,0.2474139203,1770.885512,astronet_hlsp_qlp_tess_ffi-s0064-0000000435871546_tess_v01_llc.fits,pu,4.95833285,12.51888705,1.04,2.55016,,435871546,12.1357,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8904,20.93910443,,914.9409469,0.03704836349,1767.021977,astronet_hlsp_qlp_tess_ffi-s0064-0000000435878153_tess_v01_llc.fits,pu,0.5576491422,13.08498426,0.368918,0.380156,,435878153,12.0398,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8905,10.27640403,,22126.20266,0.1740984522,1469.590804,astronet_hlsp_qlp_tess_ffi-s0064-0000000435934762_tess_v01_llc.fits,pu,2.850442277,83.47982109,,,,435934762,12.8662,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8906,29.87265039,,9753.797079,0.1257730134,1683.864256,astronet_hlsp_qlp_tess_ffi-s0064-0000000436007113_tess_v01_llc.fits,pu,2.320586081,305.8037692,1.44,1.5078,,436007113,12.2492,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8908,6.587777401,,3896.089803,0.4780651994,1470.786323,astronet_hlsp_qlp_tess_ffi-s0064-0000000436102447_tess_v01_llc.fits,pu,5.225633888,83.81868325,1.16,2.69869,,436102447,11.0331,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8909,27.81605028,,7344.858302,0.1303245531,1684.795068,astronet_hlsp_qlp_tess_ffi-s0064-0000000436166416_tess_v01_llc.fits,pu,3.600225449,306.3960375,1.6,1.74768,,436166416,10.3544,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8910,26.40170198,,11359.05066,0.1531025655,1683.862045,astronet_hlsp_qlp_tess_ffi-s0064-0000000436314778_tess_v01_llc.fits,pu,4.595697304,307.0132605,,1.30323,,436314778,11.0161,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8911,18.39607847,,12156.22733,0.1415750774,2826.311465,astronet_hlsp_qlp_tess_ffi-s0064-0000000436478932_tess_v01_llc.fits,pu,4.322581165,347.4927226,1.08,1.34757,,436478932,10.9644,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8912,22.34548152,,5016.310988,0.2285851637,2830.526089,astronet_hlsp_qlp_tess_ffi-s0064-0000000436508469_tess_v01_llc.fits,pu,9.865630802,348.0999087,1.19,1.64117,,436508469,11.5989,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8913,12.95526573,,5221.33505,0.2369016969,1446.86852,astronet_hlsp_qlp_tess_ffi-s0064-0000000436637677_tess_v01_llc.fits,pu,11.91391525,72.16499253,1.22,1.7703,,436637677,11.4616,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8914,24.24966656,,395.64063,0.06572793626,2825.782663,astronet_hlsp_qlp_tess_ffi-s0064-0000000436764867_tess_v01_llc.fits,pu,2.306575207,345.6375375,1.046,0.963996,,436764867,9.5236,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8915,24.10233106,,11107.67678,0.1750199643,1796.336527,astronet_hlsp_qlp_tess_ffi-s0064-0000000436843539_tess_v01_llc.fits,pu,4.630353695,40.4512061,1.42,1.37545,,436843539,12.4333,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8916,25.33361901,,2696.788603,0.2222101579,1803.839217,astronet_hlsp_qlp_tess_ffi-s0064-0000000436873727_tess_v01_llc.fits,pu,22.09336062,42.55790899,1.46,1.75449,,436873727,7.1323,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8917,29.0223674,,13581.41144,0.09969936706,1792.948262,astronet_hlsp_qlp_tess_ffi-s0064-0000000436875934_tess_v01_llc.fits,pu,2.753589863,42.72166804,0.84,0.856613,,436875934,13.1361,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8918,22.68348706,,766.4017826,0.1145097266,2504.578467,astronet_hlsp_qlp_tess_ffi-s0064-0000000437011608_tess_v01_llc.fits,pu,4.240279137,106.570009,1.01,0.934718,,437011608,7.6253,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8919,-23.05339265,,7282.053643,0.2374650881,1495.482085,astronet_hlsp_qlp_tess_ffi-s0064-0000000437144507_tess_v01_llc.fits,pu,7.30481134,123.2745497,,,,437144507,11.8994,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8920,-18.87763047,,5428.703686,0.08235758705,1492.615043,astronet_hlsp_qlp_tess_ffi-s0064-0000000437156845_tess_v01_llc.fits,pu,3.490672621,123.436953,1.13,1.18344,,437156845,12.7325,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8921,-19.59066737,,16162.24769,0.1802260845,1492.266658,astronet_hlsp_qlp_tess_ffi-s0064-0000000437215469_tess_v01_llc.fits,pu,3.803651596,123.6247659,1.31,1.60902,,437215469,12.6659,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8922,-23.86066241,,11450.39632,0.0895572414,1546.417416,astronet_hlsp_qlp_tess_ffi-s0064-0000000437242640_tess_v01_llc.fits,pu,4.317701936,165.3995745,1.014,1.10901,,437242640,9.7566,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8923,-19.05478237,,15535.63753,0.1131644977,1547.483112,astronet_hlsp_qlp_tess_ffi-s0064-0000000437248515_tess_v01_llc.fits,pu,3.405901899,169.438991,1.2,1.26867,,437248515,11.4553,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8924,-21.24978395,,4634.626761,0.08200615189,1545.796438,astronet_hlsp_qlp_tess_ffi-s0064-0000000437253811_tess_v01_llc.fits,pu,0.689699716,169.9217639,,2.59746,,437253811,13.0812,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8925,-20.785932,,9863.39378,0.1146407261,1547.125299,astronet_hlsp_qlp_tess_ffi-s0064-0000000437259571_tess_v01_llc.fits,pu,2.752115394,170.18768,,,,437259571,13.113,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8926,-22.38818101,,13084.21785,0.1436297461,1548.797641,astronet_hlsp_qlp_tess_ffi-s0064-0000000437261733_tess_v01_llc.fits,pu,5.416116393,170.3244376,1.0,1.09531,,437261733,13.2958,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8927,-23.38335035,,4760.807241,0.2377072458,1602.579972,astronet_hlsp_qlp_tess_ffi-s0064-0000000437329044_tess_v01_llc.fits,pu,17.17249294,207.5849632,1.393,1.406,,437329044,10.1919,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8928,-23.78118202,,14061.10721,0.1341879524,1602.721846,astronet_hlsp_qlp_tess_ffi-s0064-0000000437333618_tess_v01_llc.fits,pu,4.298652447,207.9077663,1.03,1.11852,,437333618,12.472,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8929,-17.25070505,,4069.747472,0.07804472674,2448.049258,astronet_hlsp_qlp_tess_ffi-s0064-0000000437704321_tess_v01_llc.fits,pu,2.849200254,333.7519353,0.669,0.737576,,437704321,12.3071,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8930,28.24368979,,15674.5287,0.1091612057,1770.076574,astronet_hlsp_qlp_tess_ffi-s0064-0000000437736517_tess_v01_llc.fits,pu,4.607132375,2.416994256,0.81,0.820608,,437736517,12.9192,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8931,27.4427548,,6083.802649,0.104719484,1770.262218,astronet_hlsp_qlp_tess_ffi-s0064-0000000437740083_tess_v01_llc.fits,pu,5.602031471,2.950258477,1.03,1.43538,,437740083,11.0999,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8932,24.867112,,2788.897234,0.2216636479,1773.159169,astronet_hlsp_qlp_tess_ffi-s0064-0000000437756191_tess_v01_llc.fits,pu,25.173228,5.599878684,1.035,1.40563,,437756191,10.5505,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8933,19.95241646,,3391.497496,0.0549487901,2474.468899,astronet_hlsp_qlp_tess_ffi-s0064-0000000437786834_tess_v01_llc.fits,pu,1.100561737,83.21432928,1.47,1.60902,,437786834,13.1584,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8934,21.29434087,,1159.079596,0.1159575173,2476.665459,astronet_hlsp_qlp_tess_ffi-s0064-0000000437856897_tess_v01_llc.fits,pu,7.245420925,83.86592805,1.176,2.68075,,437856897,8.6554,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8936,14.78359789,,9853.46125,0.1549652154,1471.987203,astronet_hlsp_qlp_tess_ffi-s0064-0000000438057373_tess_v01_llc.fits,pu,4.569786635,95.18265043,,1.70206,,438057373,13.2389,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8937,14.01766363,,10853.28752,0.1647441774,1468.979543,astronet_hlsp_qlp_tess_ffi-s0064-0000000438073782_tess_v01_llc.fits,pu,3.641382046,95.63509068,1.475,1.49513,,438073782,11.4438,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8938,14.01293315,,18490.92031,0.1674384853,1472.880938,astronet_hlsp_qlp_tess_ffi-s0064-0000000438149332_tess_v01_llc.fits,pu,5.305466898,96.00059727,1.32,1.2732,,438149332,13.0454,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8939,13.36209943,,751.986852,0.1288741789,1485.685636,astronet_hlsp_qlp_tess_ffi-s0064-0000000438170612_tess_v01_llc.fits,pu,17.53386389,96.19964678,1.172,1.13958,,438170612,9.80493,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8940,20.11086797,,246.0333163,0.0871739103,2448.145403,astronet_hlsp_qlp_tess_ffi-s0064-0000000438260486_tess_v01_llc.fits,pu,5.833532867,45.95441624,0.72,0.752448,,438260486,7.564,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8941,-58.8628907,,5856.408228,0.1864014297,1548.287264,astronet_hlsp_qlp_tess_ffi-s0064-0000000438278301_tess_v01_llc.fits,pu,5.160941334,142.2541346,1.58,1.60053,,438278301,12.554,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8943,14.94030907,,9364.39052,0.06838509029,1468.48846,astronet_hlsp_qlp_tess_ffi-s0064-0000000438368981_tess_v01_llc.fits,pu,1.455374706,97.14713328,,,,438368981,12.2831,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8944,-54.43317379,,4562.071893,0.0953426322,1547.08372,astronet_hlsp_qlp_tess_ffi-s0064-0000000438376091_tess_v01_llc.fits,pu,3.53278449,142.3725823,,,,438376091,12.2137,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8945,15.65564266,,267.2532484,0.1048137982,1468.513035,astronet_hlsp_qlp_tess_ffi-s0064-0000000438412198_tess_v01_llc.fits,pu,1.57498242,97.36206362,1.393,1.56763,,438412198,10.0769,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8946,15.65750194,,12958.24497,0.09549452323,1480.934626,astronet_hlsp_qlp_tess_ffi-s0064-0000000438519486_tess_v01_llc.fits,pu,12.8355401,100.6545089,0.914,0.946531,,438519486,12.5648,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8947,-53.44812439,,12867.1956,0.1117992516,1598.706155,astronet_hlsp_qlp_tess_ffi-s0064-0000000438777551_tess_v01_llc.fits,pu,1.401035033,201.7606625,1.54,1.52356,,438777551,12.9306,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8948,-22.04968793,,8270.685411,0.07540124536,1326.563819,astronet_hlsp_qlp_tess_ffi-s0064-0000000439366538_tess_v01_llc.fits,pu,4.313995408,319.4982942,0.773,0.798703,,439366538,11.2057,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8949,-33.66728793,,595.921749,0.05054940498,2046.541184,astronet_hlsp_qlp_tess_ffi-s0064-0000000439444938_tess_v01_llc.fits,pu,11.46469969,301.5404615,,,,439444938,10.2017,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8950,-20.9522044,,5325.671993,0.07984307321,1385.038316,astronet_hlsp_qlp_tess_ffi-s0064-0000000439456714_tess_v01_llc.fits,pu,3.993421041,19.07723069,0.520428,0.523113,,439456714,11.7315,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8951,-56.59273353,,10796.654,0.1343291942,1547.709828,astronet_hlsp_qlp_tess_ffi-s0064-0000000439512298_tess_v01_llc.fits,pu,3.83313922,143.6264058,2.08,1.23666,,439512298,12.484,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8953,-54.90545247,,6168.433547,0.2189559657,1545.929621,astronet_hlsp_qlp_tess_ffi-s0064-0000000439618305_tess_v01_llc.fits,pu,4.023683959,143.5240023,2.51,2.14019,,439618305,11.9783,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8954,-1.834188651,,14307.09972,0.07049167693,2450.367424,astronet_hlsp_qlp_tess_ffi-s0064-0000000439842788_tess_v01_llc.fits,pu,3.071719793,334.7972366,0.851,0.848394,,439842788,11.4825,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8955,0.05244009777,,2196.6082,0.03560419554,1411.219828,astronet_hlsp_qlp_tess_ffi-s0064-0000000439867639_tess_v01_llc.fits,pu,0.3711326743,43.31590914,0.245288,0.272233,,439867639,13.1292,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8956,-4.863016816,,2389.816174,0.2165952481,1412.628779,astronet_hlsp_qlp_tess_ffi-s0064-0000000439873430_tess_v01_llc.fits,pu,17.14711666,43.69540335,1.01,1.12559,,439873430,11.6733,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8957,-57.86487437,,13773.46736,0.2157112063,1544.662607,astronet_hlsp_qlp_tess_ffi-s0064-0000000439926641_tess_v01_llc.fits,pu,4.574525238,143.8452933,1.54,1.70022,,439926641,13.2159,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8958,42.57360131,,1545.570489,0.1191821633,1766.499038,astronet_hlsp_qlp_tess_ffi-s0064-0000000439942982_tess_v01_llc.fits,pu,1.023241153,1.07401104,2.1,2.4585,,439942982,9.6457,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8959,44.02763467,,20493.07912,0.09018919737,1767.932355,astronet_hlsp_qlp_tess_ffi-s0064-0000000440113053_tess_v01_llc.fits,pu,1.805365384,4.859269121,0.85,0.820538,,440113053,12.8416,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8961,43.12033306,,7645.711339,0.1088356359,2944.843268,astronet_hlsp_qlp_tess_ffi-s0064-0000000440624788_tess_v01_llc.fits,pu,5.364655212,93.04230797,0.93,1.07573,,440624788,12.9311,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8962,29.48727065,,2772.412865,0.05485432318,1767.721605,astronet_hlsp_qlp_tess_ffi-s0064-0000000440636649_tess_v01_llc.fits,pu,3.559529891,6.756264105,1.007,0.937109,,440636649,11.6283,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8963,11.98943411,,2582.810756,0.1359128951,1493.652427,astronet_hlsp_qlp_tess_ffi-s0064-0000000440775339_tess_v01_llc.fits,pu,5.339346755,108.7219651,1.103,1.49071,,440775339,11.1865,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8964,14.26261379,,11271.50051,0.1568189157,1495.0425,astronet_hlsp_qlp_tess_ffi-s0064-0000000440777904_tess_v01_llc.fits,pu,3.355274126,108.8250809,1.25,1.41886,,440777904,11.3072,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8966,14.11588236,,3513.475062,0.2331616221,1492.988982,astronet_hlsp_qlp_tess_ffi-s0064-0000000440849210_tess_v01_llc.fits,pu,3.786384653,109.5746066,1.5,2.1605,,440849210,12.1499,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8967,-27.6825608,,8020.279186,0.1283206806,1601.27705,astronet_hlsp_qlp_tess_ffi-s0064-0000000440872576_tess_v01_llc.fits,pu,3.97129622,224.5659222,1.19,1.62058,,440872576,11.9333,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8968,-24.45408199,,1376.996683,0.1241001348,1599.757209,astronet_hlsp_qlp_tess_ffi-s0064-0000000440887364_tess_v01_llc.fits,pu,8.595527971,225.0808271,0.66,0.691028,,440887364,8.6486,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8969,-55.29416221,,3226.009815,0.1288813347,1546.929827,astronet_hlsp_qlp_tess_ffi-s0064-0000000440937096_tess_v01_llc.fits,pu,3.336245375,144.8407228,,,,440937096,11.7211,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8971,-17.50160208,,10326.498,0.1026373996,1416.935677,astronet_hlsp_qlp_tess_ffi-s0064-0000000441135051_tess_v01_llc.fits,pu,8.808561955,40.51996607,,,,441135051,12.2049,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8972,-26.92632193,,15756.54764,0.1692633061,1325.808443,astronet_hlsp_qlp_tess_ffi-s0064-0000000441159680_tess_v01_llc.fits,pu,5.748883819,333.1113133,1.12,1.07548,,441159680,12.3193,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8973,-57.37902575,,16084.63496,0.1096415157,1548.735474,astronet_hlsp_qlp_tess_ffi-s0064-0000000441234277_tess_v01_llc.fits,pu,7.326377774,145.2571975,,,,441234277,12.6087,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8974,-55.81557179,,8867.984172,0.1834765877,1547.548943,astronet_hlsp_qlp_tess_ffi-s0064-0000000441334829_tess_v01_llc.fits,pu,4.443434947,145.1509384,1.79,1.23175,,441334829,12.5449,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8975,-35.84256643,,24447.47034,0.1209904832,1329.237775,astronet_hlsp_qlp_tess_ffi-s0064-0000000441453629_tess_v01_llc.fits,pu,4.200253141,312.0117131,1.02,0.913419,,441453629,13.1141,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8976,-21.80142134,,751.8708197,0.3722873448,1357.010738,astronet_hlsp_qlp_tess_ffi-s0064-0000000441462736_tess_v01_llc.fits,pu,14.27177629,353.033635,,2.90324,,441462736,7.3566,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8977,72.75940717,,3733.165051,0.2804393116,1845.325879,astronet_hlsp_qlp_tess_ffi-s0064-0000000441572821_tess_v01_llc.fits,pu,4.260741301,110.150445,1.69,2.15032,,441572821,11.9399,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8978,72.22938009,,12007.40131,0.1417534915,1843.733115,astronet_hlsp_qlp_tess_ffi-s0064-0000000441580526_tess_v01_llc.fits,pu,4.442722724,111.7410912,1.029,1.04413,,441580526,12.2319,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8979,73.12880815,,453.9201194,0.131517156,1845.240931,astronet_hlsp_qlp_tess_ffi-s0064-0000000441587756_tess_v01_llc.fits,pu,3.772154053,112.7610556,1.343,1.5621,,441587756,10.1684,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8980,77.57774858,,2470.751075,0.2376371906,1828.533051,astronet_hlsp_qlp_tess_ffi-s0064-0000000441590110_tess_v01_llc.fits,pu,17.86016278,113.273044,1.22,1.29795,,441590110,11.6215,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8981,74.18390467,,2098.159383,0.06188493819,1843.266297,astronet_hlsp_qlp_tess_ffi-s0064-0000000441600335_tess_v01_llc.fits,pu,0.8659873157,115.4519959,1.05,1.91658,,441600335,12.2075,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8982,77.30004062,,274.5002894,0.07030867043,1844.698355,astronet_hlsp_qlp_tess_ffi-s0064-0000000441614965_tess_v01_llc.fits,pu,2.036421803,118.7038769,0.978,0.933405,,441614965,9.73378,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8983,77.4853392,,5474.539369,0.2915268746,1686.614646,astronet_hlsp_qlp_tess_ffi-s0064-0000000441730540_tess_v01_llc.fits,pu,16.28404106,257.4488985,1.03,1.20098,,441730540,13.3177,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8985,76.46900418,,8204.087237,0.05448615058,1684.332816,astronet_hlsp_qlp_tess_ffi-s0064-0000000441736986_tess_v01_llc.fits,pu,0.8037502194,258.8368053,0.753,0.647054,,441736986,13.441,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8986,72.16115837,,5758.177188,0.2246782676,1710.13021,astronet_hlsp_qlp_tess_ffi-s0064-0000000441739020_tess_v01_llc.fits,pu,40.75017949,259.0173378,1.258,1.31225,,441739020,9.4682,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8987,74.30288591,,1641.475142,0.04659098479,1684.785101,astronet_hlsp_qlp_tess_ffi-s0064-0000000441739871_tess_v01_llc.fits,pu,3.797879959,259.5642434,0.470612,0.472869,,441739871,12.8123,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8988,72.64539463,,19953.97646,0.0982373211,1684.797282,astronet_hlsp_qlp_tess_ffi-s0064-0000000441763252_tess_v01_llc.fits,pu,2.770850143,260.5751255,0.822,0.789304,,441763252,13.2847,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8989,75.8822881,,1521.924507,0.306495422,1769.60305,astronet_hlsp_qlp_tess_ffi-s0064-0000000441765914_tess_v01_llc.fits,pu,124.7305539,261.3752285,0.802,0.831423,,441765914,10.8812,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8990,73.26108755,,8982.760822,0.1641737795,1684.413222,astronet_hlsp_qlp_tess_ffi-s0064-0000000441797803_tess_v01_llc.fits,pu,5.666610783,264.3790182,1.346,1.46661,,441797803,10.6724,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8991,-58.51080923,,7318.79193,0.07074443793,1544.644768,astronet_hlsp_qlp_tess_ffi-s0064-0000000442050698_tess_v01_llc.fits,pu,0.8118604756,145.7787505,,,,442050698,13.453,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8992,-56.29940952,,3469.187196,0.06228018637,1544.483637,astronet_hlsp_qlp_tess_ffi-s0064-0000000443042089_tess_v01_llc.fits,pu,0.5496849848,146.5560193,1.7,1.84318,,443042089,12.7683,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8993,-7.29892354,,1867.218464,0.1918841283,1469.500798,astronet_hlsp_qlp_tess_ffi-s0064-0000000443115574_tess_v01_llc.fits,pu,2.921959254,95.22631569,1.93,3.49671,,443115574,10.597,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
8994,-11.5415157,,729.0324933,0.1573872067,1468.857163,astronet_hlsp_qlp_tess_ffi-s0064-0000000443127052_tess_v01_llc.fits,pu,2.897227463,95.48661059,1.065,1.54665,,443127052,10.7015,,,0,0,0,0,1,0,1,,,,,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
