Astro ID,Dec,Decision,Depth,Dur,Epoc,File,Final,Per,RA,SMass,SRad,SRadEst,TIC ID,Tmag,as,ch,disp_b,disp_e,disp_j,disp_n,disp_p,disp_t,disp_u,dm,et,md,mk,total_votes,selected_total_votes,first_letter
5137,-32.21090736,,840.32852,0.08094302607,1388.382459,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000122613513_tess_v01_llc.fits,pu,11.48976785,41.18849573,0.69,0.725034,,122613513,10.5012,,,0,0,0,0,1,0,1,,,,,2,1,p
5138,-31.17963736,,883.0713713,0.1541940281,1394.858247,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000122617317_tess_v01_llc.fits,pu,15.06773024,41.68466219,0.872,0.850729,,122617317,10.7236,,,0,0,0,0,1,0,1,,,,,2,1,p
5153,-18.67228381,,2634.350212,0.1102043782,2203.654646,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000123627908_tess_v01_llc.fits,pu,5.902210216,89.29387241,1.16,1.74171,,123627908,10.1083,,,0,0,0,0,1,0,1,,,,,2,1,p
5157,-19.95329551,,5812.235195,0.1891666072,1486.119486,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124029677_tess_v01_llc.fits,pu,20.91096613,91.54028061,1.29,1.38459,,124029677,11.215,,,0,0,0,0,1,0,1,,,,,2,1,p
5158,-31.98531725,,1199.334015,0.03725755425,1572.393922,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124095888_tess_v01_llc.fits,pu,1.12581656,196.2858668,1.29,1.24077,,124095888,11.5137,,,0,0,0,0,1,0,1,,,,,2,1,p
5159,-31.79151774,,9356.792503,0.1085516924,1572.181845,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124146529_tess_v01_llc.fits,pu,6.900372746,196.4724105,0.89,0.84693,,124146529,13.1948,,,0,0,0,0,1,0,1,,,,,2,1,p
5160,-31.71639208,,13225.4031,0.1967556971,1572.672793,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124174267_tess_v01_llc.fits,pu,4.734377682,196.726432,1.04,1.59922,,124174267,12.477,,,0,0,0,0,1,0,1,,,,,2,1,p
5161,-31.49946047,,5666.280814,0.1380532342,1577.924518,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124206468_tess_v01_llc.fits,pu,7.092538696,197.2005131,1.33,1.5777,,124206468,11.4586,,,0,0,0,0,1,0,1,,,,,2,1,p
5162,-32.82924471,,2541.879993,0.07280882722,1572.337909,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124235800_tess_v01_llc.fits,pu,2.765214272,197.3422688,0.619077,0.639344,,124235800,11.9277,,,0,0,0,0,1,0,1,,,,,2,1,p
5165,-30.72271829,,4622.553528,0.09641864305,1571.50865,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124453339_tess_v01_llc.fits,pu,1.485165297,198.6488926,,1.27929,,124453339,11.8817,,,0,0,0,0,1,0,1,,,,,2,1,p
5166,-31.36877433,,2091.244103,0.1437700261,1572.509242,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124454726_tess_v01_llc.fits,pu,5.3331944,198.803987,1.13,1.10391,,124454726,11.6814,,,0,0,0,0,1,0,1,,,,,2,1,p
5168,-33.76392885,,1680.817444,0.161727502,1572.125026,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000124515764_tess_v01_llc.fits,pu,1.270978983,199.0211605,1.23,1.1664,,124515764,11.7959,,,0,0,0,0,1,0,1,,,,,2,1,p
5180,-31.2020661,,10743.55906,0.201818096,1602.704004,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000125739286_tess_v01_llc.fits,pu,4.511139352,215.1228711,1.34,1.70757,,125739286,10.5288,,,0,0,0,0,1,0,1,,,,,2,1,p
5182,-53.31325804,,4261.55403,0.1377588197,1625.891031,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000126125073_tess_v01_llc.fits,pu,3.638786658,228.0354473,,,,126125073,11.2001,,,0,0,0,0,1,0,1,,,,,2,1,p
5194,12.25789733,,3612.183993,0.0582526612,1469.094176,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000127226712_tess_v01_llc.fits,pu,0.804514842,84.9665633,1.58,1.58765,,127226712,13.1891,,,0,0,0,0,1,0,1,,,,,2,1,p
5195,14.30307875,,8923.296215,0.1019445957,1472.230383,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000127229631_tess_v01_llc.fits,pu,5.893664434,84.97990415,0.97,0.821082,,127229631,13.0406,,,0,0,0,0,1,0,1,,,,,2,1,p
5199,-46.15920078,,17274.03798,0.1339316299,1602.852002,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000127530399_tess_v01_llc.fits,pu,7.133550256,217.6091217,0.76,0.789877,,127530399,11.1116,,,0,0,0,0,1,0,1,,,,,2,1,p
5203,-42.02931825,,3777.432895,0.1002274625,1609.118358,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000128449971_tess_v01_llc.fits,pu,12.70615933,219.3894506,1.24,1.10563,,128449971,10.7347,,,0,0,0,0,1,0,1,,,,,2,1,p
5205,-46.2851117,,1292.004282,0.09802132233,1602.371354,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000128531633_tess_v01_llc.fits,pu,8.219749618,219.4770531,1.4,2.12303,,128531633,10.2591,,,0,0,0,0,1,0,1,,,,,2,1,p
5214,-37.85015398,,1191.991475,0.2220637544,1326.720748,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000129637892_tess_v01_llc.fits,pu,5.450772896,321.1149405,1.35,1.79013,,129637892,9.0284,,,0,0,0,0,1,0,1,,,,,2,1,p
5218,-45.68573785,,2887.103091,0.2299351294,1604.664277,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000129890791_tess_v01_llc.fits,pu,7.085846608,222.6082993,1.0,1.98271,,129890791,11.4543,,,0,0,0,0,1,0,1,,,,,2,1,p
5226,-35.55491379,,941.5336211,0.1891243155,1571.859479,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000130924120_tess_v01_llc.fits,pu,17.4682485,187.9945891,0.92,0.7643,,130924120,9.0498,,,0,0,0,0,1,0,1,,,,,2,1,p
5240,-49.4105731,,1359.892312,0.1321566187,1544.557448,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000131730580_tess_v01_llc.fits,pu,3.749299432,147.7930704,,,,131730580,10.6973,,,0,0,0,0,1,0,1,,,,,2,1,p
5247,-51.28197294,,6552.139164,0.217632998,1625.952965,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000132611413_tess_v01_llc.fits,pu,2.533545153,229.6381528,1.42,1.65813,,132611413,12.8127,,,0,0,0,0,1,0,1,,,,,2,1,p
5248,-49.75048626,,7354.608919,0.09674808753,1547.069953,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000132963419_tess_v01_llc.fits,pu,10.30580886,149.263707,,,,132963419,12.6304,,,0,0,0,0,1,0,1,,,,,2,1,p
5250,-51.33552202,,8250.542733,0.1131912103,1547.387352,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000133129971_tess_v01_llc.fits,pu,4.34381279,149.4097876,1.34,1.32385,,133129971,12.842,,,0,0,0,0,1,0,1,,,,,2,1,p
5251,-48.19868072,,12182.89491,0.1508029415,1545.469439,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000133331642_tess_v01_llc.fits,pu,2.934710889,149.7514636,1.43,2.22828,,133331642,13.3012,,,0,0,0,0,1,0,1,,,,,2,1,p
5255,-53.46098403,,6594.626171,0.1481089653,1547.306058,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000133512515_tess_v01_llc.fits,pu,9.792907047,150.0224073,1.25,1.33448,,133512515,12.5502,,,0,0,0,0,1,0,1,,,,,2,1,p
5272,-48.62842079,,1800.062474,0.129944325,1545.417063,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000136504576_tess_v01_llc.fits,pu,1.525249916,150.7314618,1.01,2.44095,,136504576,12.4016,,,0,0,0,0,1,0,1,,,,,2,1,p
5296,-37.89292809,,5078.001724,0.1641065893,1384.7255,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000138727432_tess_v01_llc.fits,pu,6.864650379,32.91424387,1.08,1.37995,,138727432,10.7598,,,0,0,0,0,1,0,1,,,,,2,1,p
5303,-44.71686869,,639.3827477,0.1503914136,1326.335344,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139148528_tess_v01_llc.fits,pu,8.274746469,344.622709,0.97,0.914215,,139148528,10.2768,,,0,0,0,0,1,0,1,,,,,2,1,p
5305,-44.87632423,,1356.258842,0.08467008933,1325.809982,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139285832_tess_v01_llc.fits,pu,0.7770691824,348.0587335,0.88,0.95852,,139285832,11.5273,,,0,0,0,0,1,0,1,,,,,2,1,p
5306,-53.34336236,,3177.560088,0.08199591376,1545.563792,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139314045_tess_v01_llc.fits,pu,2.197898265,151.8348346,,2.60837,,139314045,12.5611,,,0,0,0,0,1,0,1,,,,,2,1,p
5307,-43.92553894,,6119.647103,0.06029160665,1355.806279,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139357541_tess_v01_llc.fits,pu,4.479217176,349.4876674,1.14,1.20333,,139357541,12.7703,,,0,0,0,0,1,0,1,,,,,2,1,p
5309,-21.95570686,,1282.555327,0.1060980238,1440.698763,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139444326_tess_v01_llc.fits,pu,3.526671188,80.73118183,1.05,1.57661,,139444326,11.526,,,0,0,0,0,1,0,1,,,,,2,1,p
5310,-20.65414691,,5376.022727,0.2194730103,1440.080931,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139445453_tess_v01_llc.fits,pu,4.31695236,80.65806662,1.01,1.60812,,139445453,13.1506,,,0,0,0,0,1,0,1,,,,,2,1,p
5311,-20.42777018,,10381.77779,0.09295580389,1443.592322,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139445621_tess_v01_llc.fits,pu,6.409372769,80.67443747,1.19,1.1238,,139445621,12.4762,,,0,0,0,0,1,0,1,,,,,2,1,p
5317,-21.48196186,,12381.26761,0.1322384621,1441.134897,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139733308_tess_v01_llc.fits,pu,4.763381942,67.22284663,0.9,0.87551,,139733308,11.9012,,,0,0,0,0,1,0,1,,,,,2,1,p
5318,-52.51303146,,4564.798975,0.04836460614,1326.075584,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139771134_tess_v01_llc.fits,pu,0.913442689,324.1280878,0.72,0.771805,,139771134,12.5093,,,0,0,0,0,1,0,1,,,,,2,1,p
5320,-48.13373749,,10332.88896,0.1751176437,1333.433641,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000139877968_tess_v01_llc.fits,pu,18.61857432,326.3408503,1.0,0.994488,,139877968,12.1679,,,0,0,0,0,1,0,1,,,,,2,1,p
5322,-48.71047413,,9270.2411,0.1136474449,1329.317412,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000140067837_tess_v01_llc.fits,pu,6.628197298,330.1031724,1.02,1.07899,,140067837,12.4487,,,0,0,0,0,1,0,1,,,,,2,1,p
5324,-34.83221692,,3103.106088,0.0450693556,1438.177215,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000140284353_tess_v01_llc.fits,pu,0.5566799553,85.31436446,,,,140284353,13.0494,,,0,0,0,0,1,0,1,,,,,2,1,p
5325,-31.87318921,,7900.939379,0.1436704287,1441.814522,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000140287227_tess_v01_llc.fits,pu,5.413965274,85.50003605,,,,140287227,13.4242,,,0,0,0,0,1,0,1,,,,,2,1,p
5326,-76.34002563,,554.3973817,0.03715806645,1325.863382,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000140687214_tess_v01_llc.fits,pu,0.8303244248,73.20674148,0.558945,0.565454,,140687214,12.1285,,,0,0,0,0,1,0,1,,,,,2,1,p
5327,-76.6805246,,11882.39109,0.0899516205,1326.547842,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000140691463_tess_v01_llc.fits,pu,2.084539466,73.70122089,1.0,1.10646,,140691463,12.0166,,,0,0,0,0,1,0,1,,,,,2,1,p
5334,-75.69240144,,107.6850861,0.172912832,1349.763273,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000141186075_tess_v01_llc.fits,pu,32.69678907,81.32930825,1.14,1.09843,,141186075,6.6418,,,0,0,0,0,1,0,1,,,,,2,1,p
5345,-76.6202899,,1942.008257,0.08461612563,1328.941315,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000141527579_tess_v01_llc.fits,pu,15.08677874,87.73613394,0.469549,0.471842,,141527579,12.1293,,,0,0,0,0,1,0,1,,,,,2,1,p
5346,-75.68890937,,204.8289041,0.1475041417,1329.96684,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000141527965_tess_v01_llc.fits,pu,4.554334678,87.71420942,0.67,0.635812,,141527965,11.546,,,0,0,0,0,1,0,1,,,,,2,1,p
5348,-73.9846888,,3823.735105,0.08549424187,1329.825013,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000141608198_tess_v01_llc.fits,pu,9.010540353,88.96058444,0.311261,0.330146,,141608198,12.5395,,,0,0,0,0,1,0,1,,,,,2,1,p
5355,-73.39173269,,11545.90027,0.08274614458,1327.201164,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000141768070_tess_v01_llc.fits,pu,2.786384107,91.93741908,0.9,1.00073,,141768070,12.6264,,,0,0,0,0,1,0,1,,,,,2,1,p
5359,-74.19012304,,1174.324272,0.1904489946,1325.982544,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000142087638_tess_v01_llc.fits,pu,20.36291617,98.44237797,1.16,1.18003,,142087638,11.1464,,,0,0,0,0,1,0,1,,,,,2,1,p
5361,-72.45679854,,6462.650742,0.1005207384,1327.899681,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000142105158_tess_v01_llc.fits,pu,2.936028467,98.78328771,0.85,0.826247,,142105158,12.3181,,,0,0,0,0,1,0,1,,,,,2,1,p
5363,-30.22161631,,7522.203957,0.1287387557,1573.306765,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000142171554_tess_v01_llc.fits,pu,4.512783555,179.9778557,1.0,1.24757,,142171554,13.4905,,,0,0,0,0,1,0,1,,,,,2,1,p
5365,-31.64567636,,1097.921867,0.07302702653,1573.033295,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000142378043_tess_v01_llc.fits,pu,1.835981376,181.6324635,1.33,1.61196,,142378043,9.8916,,,0,0,0,0,1,0,1,,,,,2,1,p
5389,-30.8117675,,1230.904334,0.05013655664,1469.244242,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000143143769_tess_v01_llc.fits,pu,1.337378557,89.59897916,0.859,0.860256,,143143769,12.3686,,,0,0,0,0,1,0,1,,,,,2,1,p
5394,-46.39799774,,1355.507315,0.1350874369,1660.270742,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000143410850_tess_v01_llc.fits,pu,4.986332686,294.5721309,1.12,1.64083,,143410850,10.6658,,,0,0,0,0,1,0,1,,,,,2,1,p
5404,-48.00306924,,11317.07145,0.1325075619,1326.504774,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000144065872_tess_v01_llc.fits,pu,2.184672731,337.4572324,1.03,1.23824,,144065872,9.4995,,,0,0,0,0,1,0,1,,,,,2,1,p
5407,-41.83727383,,13264.88109,0.08334098884,1574.220004,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000144155193_tess_v01_llc.fits,pu,4.728460865,188.5443165,1.0,1.18197,,144155193,13.4358,,,0,0,0,0,1,0,1,,,,,2,1,p
5409,-42.01025894,,1862.000402,0.1242476635,1356.922013,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000144301052_tess_v01_llc.fits,pu,3.744079282,354.2974935,1.13,1.70458,,144301052,12.0684,,,0,0,0,0,1,0,1,,,,,2,1,p
5410,-42.96637681,,9759.078811,0.08827858403,1355.445624,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000144301273_tess_v01_llc.fits,pu,2.750992496,354.4455512,0.92,1.07114,,144301273,12.4502,,,0,0,0,0,1,0,1,,,,,2,1,p
5415,-44.50033467,,1469.583812,0.07667473642,2338.913472,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000144645881_tess_v01_llc.fits,pu,8.90014675,229.731091,1.38,1.7521,,144645881,9.326,,,0,0,0,0,1,0,1,,,,,2,1,p
5417,11.56280139,,8169.961989,0.08371809524,1470.575989,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000144700903_tess_v01_llc.fits,pu,2.326102101,85.07995102,0.606938,0.623609,,144700903,12.6785,,,0,0,0,0,1,0,1,,,,,2,1,p
5424,-45.71798211,,8916.613503,0.07629881448,2338.735794,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000145204443_tess_v01_llc.fits,pu,4.719532265,229.9733295,1.28,1.73427,,145204443,12.2913,,,0,0,0,0,1,0,1,,,,,2,1,p
5431,-42.24019964,,2781.445566,0.1384301123,1548.039134,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000146172354_tess_v01_llc.fits,pu,3.779528329,157.8670477,1.03,1.17554,,146172354,10.2855,,,0,0,0,0,1,0,1,,,,,2,1,p
5441,-20.24559546,,2442.676331,0.24898983,1441.594801,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000146520535_tess_v01_llc.fits,pu,4.32401359,76.64954663,0.814,0.910128,,146520535,11.0462,,,0,0,0,0,1,0,1,,,,,2,1,p
5442,-18.90465186,,832.2872755,0.1415496008,2174.839965,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000146523262_tess_v01_llc.fits,pu,3.759856628,76.73703154,1.466,1.01507,,146523262,10.2994,,,0,0,0,0,1,0,1,,,,,2,1,p
5443,-42.54166647,,3297.358603,0.1629848336,1547.455993,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000146589986_tess_v01_llc.fits,pu,5.664393865,159.2215943,2.68,2.33837,,146589986,9.7611,,,0,0,0,0,1,0,1,,,,,2,1,p
5444,-43.77042821,,9617.369933,0.131705187,1546.542612,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000146664561_tess_v01_llc.fits,pu,2.730280208,159.9796583,1.24,1.38832,,146664561,12.8441,,,0,0,0,0,1,0,1,,,,,2,1,p
5447,-47.79045912,,9633.606335,0.1540102948,1547.368949,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000146841337_tess_v01_llc.fits,pu,4.267298239,160.9080829,1.35,1.79418,,146841337,12.5853,,,0,0,0,0,1,0,1,,,,,2,1,p
5448,-47.2563809,,5951.920149,0.216583032,1546.305854,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000146842334_tess_v01_llc.fits,pu,4.501693718,160.8965003,,,,146842334,11.7587,,,0,0,0,0,1,0,1,,,,,2,1,p
5450,-47.02498305,,3838.206227,0.2146660612,1545.953146,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000147092818_tess_v01_llc.fits,pu,3.876998506,161.9452725,,,,147092818,12.7544,,,0,0,0,0,1,0,1,,,,,2,1,p
5452,-44.01778439,,5477.514831,0.06415096602,1326.38786,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000147203645_tess_v01_llc.fits,pu,5.061440172,323.1959072,0.94,1.00217,,147203645,10.7258,,,0,0,0,0,1,0,1,,,,,2,1,p
5453,-44.37528974,,10189.22133,0.09355840415,1325.643909,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000147284470_tess_v01_llc.fits,pu,2.989961805,324.8007272,1.01,1.10305,,147284470,13.3456,,,0,0,0,0,1,0,1,,,,,2,1,p
5455,-46.29524899,,6801.213516,0.1229937397,1327.481267,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000147425389_tess_v01_llc.fits,pu,3.185146727,327.6175632,,,,147425389,12.526,,,0,0,0,0,1,0,1,,,,,2,1,p
5458,-40.19678138,,20034.6732,0.08821453725,1384.163216,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000147456499_tess_v01_llc.fits,pu,1.255878738,41.06084412,0.81,0.907756,,147456499,12.7331,,,0,0,0,0,1,0,1,,,,,2,1,p
5461,-43.37673199,,2754.026367,0.170508404,1549.833593,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000147660886_tess_v01_llc.fits,pu,17.30597426,164.0318036,1.65,2.22759,,147660886,9.4916,,,0,0,0,0,1,0,1,,,,,2,1,p
5462,-53.77715985,,12367.58213,0.2053840637,1630.546038,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000147723246_tess_v01_llc.fits,pu,6.682026646,232.7896229,2.6,1.51292,,147723246,12.69,,,0,0,0,0,1,0,1,,,,,2,1,p
5480,-38.83289836,,16021.84704,0.1897382789,1606.636094,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000148478039_tess_v01_llc.fits,pu,10.60069773,230.3224578,,,,148478039,12.7126,,,0,0,0,0,1,0,1,,,,,2,1,p
5482,-6.478432026,,3830.033657,0.1677105557,1547.553493,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000148497855_tess_v01_llc.fits,pu,3.278381822,163.7716166,1.09,1.49169,,148497855,12.0682,,,0,0,0,0,1,0,1,,,,,2,1,p
5489,-40.21653206,,1118.238899,0.10676677,2337.174495,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000148833828_tess_v01_llc.fits,pu,2.901840598,231.2486747,1.1,2.25131,,148833828,10.1952,,,0,0,0,0,1,0,1,,,,,2,1,p
5494,-45.38004625,,19906.10844,0.1215792523,1629.660038,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149022647_tess_v01_llc.fits,pu,1.852899118,231.1842287,,,,149022647,13.0573,,,0,0,0,0,1,0,1,,,,,2,1,p
5495,-41.38621491,,5028.625669,0.153197817,2342.287056,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149109125_tess_v01_llc.fits,pu,9.174958577,231.6538136,,,,149109125,12.1624,,,0,0,0,0,1,0,1,,,,,2,1,p
5497,-62.10912294,,308.2924071,0.152480423,1332.561101,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149302744_tess_v01_llc.fits,pu,14.80120495,83.38231672,1.16,1.41864,,149302744,9.8106,,,0,0,0,0,1,0,1,,,,,2,1,p
5498,-64.11657409,,416.6399868,0.2057842045,1328.383615,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149349867_tess_v01_llc.fits,pu,5.912369482,83.78367971,1.21,1.76167,,149349867,10.3998,,,0,0,0,0,1,0,1,,,,,2,1,p
5499,-64.46432567,,1850.827101,0.07006203117,1326.153925,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149394317_tess_v01_llc.fits,pu,0.9268469416,84.2753567,,,,149394317,12.208,,,0,0,0,0,1,0,1,,,,,2,1,p
5501,-61.66013032,,27753.18672,0.2155752637,1337.155627,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149572298_tess_v01_llc.fits,pu,13.3572255,86.44171143,,,,149572298,13.2303,,,0,0,0,0,1,0,1,,,,,2,1,p
5503,-40.63546687,,10006.2656,0.1116650972,1630.066698,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149585119_tess_v01_llc.fits,pu,2.649280925,232.9960738,1.03,1.25414,,149585119,13.1773,,,0,0,0,0,1,0,1,,,,,2,1,p
5505,-63.98844079,,13804.08068,0.1625348449,1326.078642,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149603524_tess_v01_llc.fits,pu,4.411938411,87.13997409,1.28,1.21427,,149603524,9.7109,,,0,0,0,0,1,0,1,,,,,2,1,p
5507,-2.498067722,,1010.622234,0.07408301484,1517.955379,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149788158_tess_v01_llc.fits,pu,4.724356175,130.7368334,0.495286,0.497204,,149788158,11.0002,,,0,0,0,0,1,0,1,,,,,2,1,p
5509,-3.4207695,,484.8357862,0.1545292128,1522.503659,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149845414_tess_v01_llc.fits,pu,7.994284519,135.5458661,1.055,1.25324,,149845414,8.90594,,,0,0,0,0,1,0,1,,,,,2,1,p
5513,-64.81954807,,5965.575529,0.08803440024,1328.035876,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000149990841_tess_v01_llc.fits,pu,4.453184942,90.66251819,,,,149990841,11.6349,,,0,0,0,0,1,0,1,,,,,2,1,p
5516,-60.66631985,,309.0693452,0.08811620557,1327.818532,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150030205_tess_v01_llc.fits,pu,4.511726371,90.98360774,0.86,0.793597,,150030205,9.1059,,,0,0,0,0,1,0,1,,,,,2,1,p
5518,-61.99691543,,867.8749862,0.09806197972,1335.903005,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150098860_tess_v01_llc.fits,pu,10.69529283,91.79986213,0.9,0.881545,,150098860,9.6878,,,0,0,0,0,1,0,1,,,,,2,1,p
5519,-65.82597211,,870.9845243,0.08199850145,1385.545418,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150151262_tess_v01_llc.fits,pu,9.531383553,92.93613709,0.71,0.720461,,150151262,9.9059,,,0,0,0,0,1,0,1,,,,,2,1,p
5521,-60.9559082,,7004.15653,0.3205331006,1328.317878,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150299840_tess_v01_llc.fits,pu,19.47231408,95.24180573,1.48,1.96748,,150299840,10.4223,,,0,0,0,0,1,0,1,,,,,2,1,p
5524,-65.57931155,,2421.639313,0.06104905619,1340.08863,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150428135_tess_v01_llc.fits,pu,16.05108987,97.09678659,0.413261,0.419457,,150428135,10.9102,,,0,0,0,0,1,0,1,,,,,2,1,p
5525,-64.59645752,,756.6622577,0.1629513609,1330.709738,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150428703_tess_v01_llc.fits,pu,13.89638478,97.16650732,0.97,0.888163,,150428703,11.7582,,,0,0,0,0,1,0,1,,,,,2,1,p
5526,-61.15048678,,2316.665574,0.0519555358,1327.574725,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150430484_tess_v01_llc.fits,pu,5.154322622,97.14324506,0.82,0.756197,,150430484,11.9587,,,0,0,0,0,1,0,1,,,,,2,1,p
5527,-65.33778042,,7161.368575,0.08626231484,1326.870401,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000150437346_tess_v01_llc.fits,pu,1.392656967,97.32076274,1.04,1.20949,,150437346,11.6659,,,0,0,0,0,1,0,1,,,,,2,1,p
5540,-39.32779334,,7131.43754,0.07975587109,1546.475762,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000151825527_tess_v01_llc.fits,pu,3.633592222,167.9903888,0.539888,0.544068,,151825527,11.6739,,,0,0,0,0,1,0,1,,,,,2,1,p
5541,-37.91013513,,4860.609381,0.1136630872,1547.976138,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000151920165_tess_v01_llc.fits,pu,3.467883556,168.5638926,1.07,1.58092,,151920165,12.5695,,,0,0,0,0,1,0,1,,,,,2,1,p
5547,-36.07042381,,9700.902132,0.1228072801,1572.455027,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000152467154_tess_v01_llc.fits,pu,7.187839584,171.7988347,0.87,0.971219,,152467154,13.1012,,,0,0,0,0,1,0,1,,,,,2,1,p
5548,-43.24723885,,12712.92336,0.174468011,1414.042596,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000152477897_tess_v01_llc.fits,pu,3.384377987,62.72413207,1.06,1.51722,,152477897,13.3164,,,0,0,0,0,1,0,1,,,,,2,1,p
